"SYMBOL","logFC","adj.P.Val","GENENAME"
"IGLJ2",2.13327345820512,5.7790805858206e-06,"immunoglobulin lambda joining 2"
"BMS1P20",2.13327345820512,5.7790805858206e-06,"BMS1 pseudogene 20"
"IGLL5",2.13327345820512,5.7790805858206e-06,"immunoglobulin lambda like polypeptide 5"
"TUBB6",1.12616804564103,5.94905404534953e-06,"tubulin beta 6 class V"
"CSF1R",1.28148196592308,6.01603193285805e-06,"colony stimulating factor 1 receptor"
"CENPU",1.34953839110256,6.05389383866368e-06,"centromere protein U"
"TMEM45A",1.12266649020513,6.10833276156729e-06,"transmembrane protein 45A"
"GPX2",2.06753479389743,6.17044659397169e-06,"glutathione peroxidase 2"
"GATA3",1.19772422479487,6.37341913025479e-06,"GATA binding protein 3"
"EPB41L4B",-1.51914416294872,6.53164590526246e-06,"erythrocyte membrane protein band 4.1 like 4B"
"LINC01140",1.08584126825641,6.54945816279995e-06,"long intergenic non-protein coding RNA 1140"
"CD163",1.67055735120513,6.57050709550848e-06,"CD163 molecule"
"ASNS",-1.06233241471795,6.66466255566257e-06,"asparagine synthetase (glutamine-hydrolyzing)"
"SOX11",1.06846541505128,6.69000472301571e-06,"SRY-box transcription factor 11"
"FOXF2",1.11756660874359,6.70845213671418e-06,"forkhead box F2"
"STYK1",1.2535626245641,6.75640416573219e-06,"serine/threonine/tyrosine kinase 1"
"TLR1",1.11666907735897,6.94825497237812e-06,"toll like receptor 1"
"ERO1B",-1.66023162428205,6.96243224765369e-06,"endoplasmic reticulum oxidoreductase 1 beta"
"CRLF3",1.00774171428205,6.99895214656755e-06,"cytokine receptor like factor 3"
"MT1F",-1.09161164689744,7.33019720754387e-06,"metallothionein 1F"
"TMEM176B",1.04149832853846,7.34339219949233e-06,"transmembrane protein 176B"
"TOP2A",1.4896586175641,7.4038023269699e-06,"DNA topoisomerase II alpha"
"STC2",-1.25073787764103,7.40453649462688e-06,"stanniocalcin 2"
"CEACAM5",2.7652684821282,7.46315966719783e-06,"CEA cell adhesion molecule 5"
"IFNGR1",1.07115001528205,7.47956443327923e-06,"interferon gamma receptor 1"
"IGLC1",2.1497425755641,7.49273024001482e-06,"immunoglobulin lambda constant 1"
"IGLV4-3",2.1497425755641,7.49273024001482e-06,"immunoglobulin lambda variable 4-3"
"CYAT1",2.1497425755641,7.49273024001482e-06,"immunoglobulin lambda light chain-like"
"SLC22A3",1.09781014038461,7.76957799177552e-06,"solute carrier family 22 member 3"
"TPSB2",1.40185375851282,7.85372104989552e-06,"tryptase beta 2"
"TPSAB1",1.40185375851282,7.85372104989552e-06,"tryptase alpha/beta 1"
"MAP3K8",1.350045414,7.9436651172602e-06,"mitogen-activated protein kinase kinase kinase 8"
"SOD2",1.03578227266666,7.98510222336731e-06,"superoxide dismutase 2"
"SOD2-OT1",1.03578227266666,7.98510222336731e-06,"SOD2 overlapping transcript 1"
"BIRC3",1.38203459394872,8.05318436342558e-06,"baculoviral IAP repeat containing 3"
"SLC16A1",1.29340902905128,8.38050827314653e-06,"solute carrier family 16 member 1"
"PLEK2",1.01394884120513,8.42080099437619e-06,"pleckstrin 2"
"CXCL14",1.91555306923077,8.50966547892107e-06,"C-X-C motif chemokine ligand 14"
"C1QB",1.75048821753846,8.52308939926839e-06,"complement C1q B chain"
"PSMB8",1.29046336397436,8.84380685489738e-06,"proteasome 20S subunit beta 8"
"PELI1",1.08202202892308,8.84395055562653e-06,"pellino E3 ubiquitin protein ligase 1"
"SWAP70",1.0558815584359,8.92032334347145e-06,"switching B cell complex subunit SWAP70"
"LDLR",1.09675223228205,9.00613586434315e-06,"low density lipoprotein receptor"
"SLC44A4",1.84268071697436,9.07992498118714e-06,"solute carrier family 44 member 4"
"FCER1A",1.43392985058974,9.08638286749659e-06,"Fc epsilon receptor Ia"
"NR2F1",1.11558902002564,9.10996791169283e-06,"nuclear receptor subfamily 2 group F member 1"
"GAS2",-1.29130974487179,9.46176083557197e-06,"growth arrest specific 2"
"PYCARD",1.03418016482051,9.77329267949061e-06,"PYD and CARD domain containing"
"IGKC",1.60422986123077,9.9410333584113e-06,"immunoglobulin kappa constant"
"IGKV1-5",1.60422986123077,9.9410333584113e-06,"immunoglobulin kappa variable 1-5"
"IGKV2-24",1.60422986123077,9.9410333584113e-06,"immunoglobulin kappa variable 2-24"
"IGK",1.60422986123077,9.9410333584113e-06,"immunoglobulin kappa locus"
"AP1S2",1.03934852776923,9.98769531895125e-06,"adaptor related protein complex 1 subunit sigma 2"
"FAR2",1.04931443269231,1.05185553463069e-05,"fatty acyl-CoA reductase 2"
"IGLC7",1.83922742766667,1.07190203432961e-05,"immunoglobulin lambda constant 7"
"CXCL6",2.08187406161538,1.12749287075972e-05,"C-X-C motif chemokine ligand 6"
"CD53",1.61843214651282,1.23195570183718e-05,"CD53 molecule"
"ANXA8L1",1.29098706502564,1.23504893035181e-05,"annexin A8 like 1"
"LINC00842",1.29098706502564,1.23504893035181e-05,"long intergenic non-protein coding RNA 842"
"ANXA8",1.29098706502564,1.23504893035181e-05,"annexin A8"
"ESM1",1.11320174815385,1.24220844178087e-05,"endothelial cell specific molecule 1"
"CCNB1",1.16722479092308,1.27053430835002e-05,"cyclin B1"
"IER5",1.05059157776923,1.28897328630865e-05,"immediate early response 5"
"ASPM",1.38313104635897,1.34231643516884e-05,"assembly factor for spindle microtubules"
"HSPA6",1.34400856758974,1.36187110451431e-05,"heat shock protein family A (Hsp70) member 6"
"TMEM97",-1.19438378517949,1.37846246394278e-05,"transmembrane protein 97"
"DUSP6",1.1405308894359,1.38463838171551e-05,"dual specificity phosphatase 6"
"BNIP3",-1.31255588328205,1.48861755708411e-05,"BCL2 interacting protein 3"
"HMGA2",1.31921933538462,1.50270670456612e-05,"high mobility group AT-hook 2"
"CYBB",1.38203053497436,1.52523539749359e-05,"cytochrome b-245 beta chain"
"ANPEP",-2.426217524,1.53434942020335e-05,"alanyl aminopeptidase, membrane"
"RNASE1",-1.21088844730769,1.57583778366535e-05,"ribonuclease A family member 1, pancreatic"
"ZWINT",1.16270521074359,1.59778989932486e-05,"ZW10 interacting kinetochore protein"
"TRIM14",1.24177686407692,1.63019993261127e-05,"tripartite motif containing 14"
"AIF1",1.16374709405128,1.6406057518295e-05,"allograft inflammatory factor 1"
"NT5E",1.57562592830769,1.64395195363945e-05,"5'-nucleotidase ecto"
"HCLS1",1.50978000151282,1.67528548428607e-05,"hematopoietic cell-specific Lyn substrate 1"
"SLC12A2",1.11760352982051,1.69967233051785e-05,"solute carrier family 12 member 2"
"MRC1",1.51597754794872,1.71543312262357e-05,"mannose receptor C-type 1"
"LAP3",1.06074686674359,1.80927934445237e-05,"leucine aminopeptidase 3"
"PTPRC",1.93017657756411,1.83395635734218e-05,"protein tyrosine phosphatase receptor type C"
"CCNA2",1.0016936574359,1.86662652818395e-05,"cyclin A2"
"RASGRP1",1.22574789694872,1.90415836309676e-05,"RAS guanyl releasing protein 1"
"CACNA1D",1.0778225354359,1.91884876441987e-05,"calcium voltage-gated channel subunit alpha1 D"
"DST",1.02178369782051,1.99818657561679e-05,"dystonin"
"THEMIS2",1.383184306,2.06607540437197e-05,"thymocyte selection associated family member 2"
"TRIM22",1.28574578271795,2.15098743226997e-05,"tripartite motif containing 22"
"RAB26",-1.06641807441026,2.19697419651005e-05,"RAB26, member RAS oncogene family"
"ABCC6",-1.01812395766666,2.20300439335512e-05,"ATP binding cassette subfamily C member 6"
"ABCC6P1",-1.01812395766666,2.20300439335512e-05,"ATP binding cassette subfamily C member 6 pseudogene 1"
"ABCC6P2",-1.01812395766666,2.20300439335512e-05,"ATP binding cassette subfamily C member 6 pseudogene 2"
"GPR65",1.36973322964103,2.25200662032458e-05,"G protein-coupled receptor 65"
"PTTG1",1.05444717776923,2.27287460645439e-05,"PTTG1 regulator of sister chromatid separation, securin"
"SERPINB3",1.73980355053846,2.27364769530723e-05,"serpin family B member 3"
"NEDD9",1.07031236528205,2.36905319385119e-05,"neural precursor cell expressed, developmentally down-regulated 9"
"DPEP1",-1.35845116361538,2.476518414251e-05,"dipeptidase 1"
"SOX9",1.54718183946154,2.4937485423832e-05,"SRY-box transcription factor 9"
"APCS",1.14136512020513,2.56838003615466e-05,"amyloid P component, serum"
"HBEGF",1.15368170017949,2.6177873176839e-05,"heparin binding EGF like growth factor"
"CLDN18",2.08641900376923,2.62127443397596e-05,"claudin 18"
"DOCK10",1.58088256476923,2.68029013839906e-05,"dedicator of cytokinesis 10"
"ARID5B",1.0100458355641,2.77438603621839e-05,"AT-rich interaction domain 5B"
"SLC1A1",1.51716454738461,2.81969586739546e-05,"solute carrier family 1 member 1"
"GINS1",1.02213461520513,2.8494027030634e-05,"GINS complex subunit 1"
"FYB1",1.55899023430769,2.89082629118464e-05,"FYN binding protein 1"
"C1QA",1.65458091835897,2.90933654441172e-05,"complement C1q A chain"
"VNN1",2.07423882712821,2.91946149563083e-05,"vanin 1"
"GPR183",1.45698879530769,2.95134479510226e-05,"G protein-coupled receptor 183"
"CD300A",1.18711232889743,2.99521334607274e-05,"CD300a molecule"
"ID1",1.29153803448718,3.03626859586235e-05,"inhibitor of DNA binding 1"
"MICB",1.03980059061538,3.05862174583605e-05,"MHC class I polypeptide-related sequence B"
"TNFAIP3",1.28340173448718,3.08587843881642e-05,"TNF alpha induced protein 3"
"ELAPOR1",-1.58434185035898,3.09978891573311e-05,"endosome-lysosome associated apoptosis and autophagy regulator 1"
"LYZ",1.34249253779488,3.14296045653914e-05,"lysozyme"
"CCL19",2.13677225261539,3.24446489624163e-05,"C-C motif chemokine ligand 19"
"MEF2C",1.043487145,3.42283484246265e-05,"myocyte enhancer factor 2C"
"ST6GAL1",1.0157991355641,3.45578119547146e-05,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
"AKR7A3",-1.08703392341026,3.50269145873913e-05,"aldo-keto reductase family 7 member A3"
"BICC1",1.02421231733333,3.55112178501133e-05,"BicC family RNA binding protein 1"
"CD52",2.05850931820513,3.64812850175352e-05,"CD52 molecule"
"MARCHF1",1.36872555594872,3.78299137204284e-05,"membrane associated ring-CH-type finger 1"
"FYN",1.07427792905128,3.90606060985023e-05,"FYN proto-oncogene, Src family tyrosine kinase"
"BTN3A2",1.11470889771795,4.03844824594306e-05,"butyrophilin subfamily 3 member A2"
"PDIA2",-2.61613825812821,4.07146964018327e-05,"protein disulfide isomerase family A member 2"
"PSMB9",1.42736393356411,4.08014472527874e-05,"proteasome 20S subunit beta 9"
"GOLM1",1.16627769923078,4.13615806775448e-05,"golgi membrane protein 1"
"MALL",1.4417673295641,4.20290350757439e-05,"mal, T cell differentiation protein like"
"MAD2L1",1.18597078787179,4.22419612811743e-05,"mitotic arrest deficient 2 like 1"
"CEACAM1",1.41621839315385,4.35855050071209e-05,"CEA cell adhesion molecule 1"
"SLA",1.00448359728205,4.46933578840971e-05,"Src like adaptor"
"EGF",-2.25361835830769,4.57475838274149e-05,"epidermal growth factor"
"CEP55",1.09292673846154,4.64059258057915e-05,"centrosomal protein 55"
"DTL",1.11541552041026,4.66300715806511e-05,"denticleless E3 ubiquitin protein ligase adapter"
"FMO3",1.07023086497436,4.7454335253552e-05,"flavin containing dimethylaniline monoxygenase 3"
"GAS1",1.07767186051282,4.88788670015282e-05,"growth arrest specific 1"
"CXCL10",1.33048451030769,4.94583579504071e-05,"C-X-C motif chemokine ligand 10"
"MUC4",1.41628740551282,4.96760587412189e-05,"mucin 4, cell surface associated"
"GCNT3",1.84782100825641,5.275150443865e-05,"glucosaminyl (N-acetyl) transferase 3, mucin type"
"ELF3",1.18495648902564,5.32963827372664e-05,"E74 like ETS transcription factor 3"
"OSR2",1.11948734310257,5.39225336762383e-05,"odd-skipped related transciption factor 2"
"PTPRE",1.13962128069231,5.40514212810437e-05,"protein tyrosine phosphatase receptor type E"
"KLF2",1.03257746474359,5.42771633658343e-05,"KLF transcription factor 2"
"SERPINI1",-1.14272034205128,5.89342658170571e-05,"serpin family I member 1"
"ERG",1.13388603853846,5.9104534252484e-05,"ETS transcription factor ERG"
"NEK2",1.02542688815384,6.07438367803521e-05,"NIMA related kinase 2"
"CLDN4",1.05948065502564,6.33667399786441e-05,"claudin 4"
"SLC7A7",1.03131066758974,6.41795524633121e-05,"solute carrier family 7 member 7"
"H2BC5",1.00280750592307,6.61840559490015e-05,"H2B clustered histone 5"
"LINC00339",-1.24536203969231,6.70768014905386e-05,"long intergenic non-protein coding RNA 339"
"ATP8B4",1.04224050364103,6.79387668434548e-05,"ATPase phospholipid transporting 8B4 (putative)"
"EVI2B",1.54706464476923,6.8569374579523e-05,"ecotropic viral integration site 2B"
"CCR1",1.14800876658974,6.86140891839989e-05,"C-C motif chemokine receptor 1"
"CXCL9",1.29765458420512,7.02134739583624e-05,"C-X-C motif chemokine ligand 9"
"AQP8",-2.88068653284616,7.06490913039149e-05,"aquaporin 8"
"FPR1",1.0962130844359,7.77066077305594e-05,"formyl peptide receptor 1"
"FGG",1.72317161553846,8.30777523232449e-05,"fibrinogen gamma chain"
"IGH",1.8482409068718,8.99017918735901e-05,"immunoglobulin heavy locus"
"IGHA1",1.8482409068718,8.99017918735901e-05,"immunoglobulin heavy constant alpha 1"
"IGHA2",1.8482409068718,8.99017918735901e-05,"immunoglobulin heavy constant alpha 2 (A2m marker)"
"ANXA10",2.00705103715385,9.11837606029505e-05,"annexin A10"
"PDZK1",-1.60243433097436,9.27687155565912e-05,"PDZ domain containing 1"
"MCTP1",1.21186528841026,9.28690452242608e-05,"multiple C2 and transmembrane domain containing 1"
"PDGFRL",1.08904004928205,9.40692133784517e-05,"platelet derived growth factor receptor like"
"MUC5B",1.28455615974359,9.89286827796362e-05,"mucin 5B, oligomeric mucus/gel-forming"
"MAFF",1.18262281720513,0.000100556792288195,"MAF bZIP transcription factor F"
"RAC2",1.32333182515385,0.000104540822621842,"Rac family small GTPase 2"
"TFF1",2.39909674023077,0.000106484417843114,"trefoil factor 1"
"IGKV1D-39",2.13980811305128,0.00010979512735689,"immunoglobulin kappa variable 1D-39"
"IGKV1-39",2.13980811305128,0.00010979512735689,"immunoglobulin kappa variable 1-39"
"GLRX",1.28078970307693,0.000116043250512839,"glutaredoxin"
"ITGA4",1.5085653794359,0.000119956356109762,"integrin subunit alpha 4"
"RGN",-1.09262047402564,0.000120744272048863,"regucalcin"
"EGLN3",1.06012566574359,0.000122074384053243,"egl-9 family hypoxia inducible factor 3"
"F8",-1.11066971161538,0.000123403584280522,"coagulation factor VIII"
"CX3CR1",1.17402577317949,0.00012790304808324,"C-X3-C motif chemokine receptor 1"
"AGR2",2.04964412728205,0.000128456529362565,"anterior gradient 2, protein disulphide isomerase family member"
"EPYC",1.73276174235898,0.000132423285037517,"epiphycan"
"HCP5",1.03587350164103,0.000136322976948131,"HLA complex P5"
"TNC",1.77883979530769,0.000138881596080742,"tenascin C"
"DLGAP5",1.03619235951282,0.000140520496412406,"DLG associated protein 5"
"IGFBP2",-1.41367030279487,0.000141404712793584,"insulin like growth factor binding protein 2"
"IGKV2D-28",1.45571213071795,0.000142378051977515,"immunoglobulin kappa variable 2D-28"
"IGKV2-28",1.45571213071795,0.000142378051977515,"immunoglobulin kappa variable 2-28"
"OTC",-1.18332060902564,0.000146057809692331,"ornithine transcarbamylase"
"IL22RA1",-1.4375581683077,0.000148175226611325,"interleukin 22 receptor subunit alpha 1"
"NR5A2",-1.44078305884616,0.000148359403414785,"nuclear receptor subfamily 5 group A member 2"
"DOCK2",1.17600822479487,0.000150045639227855,"dedicator of cytokinesis 2"
"PERP",1.17177591876923,0.000155997761402452,"p53 apoptosis effector related to PMP22"
"CPVL",1.01754065535898,0.000156484474360946,"carboxypeptidase vitellogenic like"
"C1orf116",1.12796509007692,0.000163817623305092,"chromosome 1 open reading frame 116"
"ACADL",-1.30981299579487,0.000166523444772246,"acyl-CoA dehydrogenase long chain"
"CYBRD1",1.10082416379487,0.00016888246887922,"cytochrome b reductase 1"
"ENPP2",1.24409322346153,0.00016915954122979,"ectonucleotide pyrophosphatase/phosphodiesterase 2"
"SLC17A4",-1.02569378735897,0.000171441786204382,"solute carrier family 17 member 4"
"AZGP1",-1.31512914110256,0.000177160862282986,"alpha-2-glycoprotein 1, zinc-binding"
"AZGP1P1",-1.31512914110256,0.000177160862282986,"AZGP1 pseudogene 1"
"IL10RA",1.26667082702564,0.000179125872435257,"interleukin 10 receptor subunit alpha"
"OLFM4",2.66444974225641,0.000184045227387955,"olfactomedin 4"
"HPN",-1.112344031,0.000185917877875238,"hepsin"
"SCRG1",1.15652772651282,0.000193607280615577,"stimulator of chondrogenesis 1"
"MEOX2",1.23220565671795,0.000194875976322372,"mesenchyme homeobox 2"
"BACE1",-1.33697381928205,0.000196181283995333,"beta-secretase 1"
"GMNN",-1.07065290935897,0.00020095654043491,"geminin DNA replication inhibitor"
"IGLL3P",1.10854194817949,0.00020875679345462,"immunoglobulin lambda like polypeptide 3, pseudogene"
"CCN1",1.13488472015385,0.00021382244728821,"cellular communication network factor 1"
"ETS2",1.10558746879487,0.000239437102015783,"ETS proto-oncogene 2, transcription factor"
"PDE4B",1.35274989233333,0.000268387687500197,"phosphodiesterase 4B"
"CD37",1.35519261428205,0.000314644252216021,"CD37 molecule"
"EREG",1.29774466597436,0.000333608610254875,"epiregulin"
"GSTA2",-1.87171685171795,0.00033516272108016,"glutathione S-transferase alpha 2"
"GSTA1",-1.87171685171795,0.00033516272108016,"glutathione S-transferase alpha 1"
"IMPA2",-1.50987739433334,0.000341481697727031,"inositol monophosphatase 2"
"CELF2",1.0753348615641,0.000346091070600746,"CUGBP Elav-like family member 2"
"S100A14",1.06699386517949,0.000370738106875046,"S100 calcium binding protein A14"
"CASP1",1.37436734902564,0.000382090313681835,"caspase 1"
"GPR87",1.1046596355641,0.000391691275039189,"G protein-coupled receptor 87"
"GATM",-1.49536289238461,0.000391929046341793,"glycine amidinotransferase"
"FGL2",1.20762609138461,0.000403481425677042,"fibrinogen like 2"
"RRM2",1.16791204717949,0.000410064209103251,"ribonucleotide reductase regulatory subunit M2"
"IGKV1-17",1.93593351305128,0.000411251917705826,"immunoglobulin kappa variable 1-17"
"CSF2RB",1.38797870310256,0.000422993327222187,"colony stimulating factor 2 receptor subunit beta"
"GRK5",1.03921239223077,0.000435124950309522,"G protein-coupled receptor kinase 5"
"KRT8",1.058998335,0.000442668363526054,"keratin 8"
"MAF",1.12956735284615,0.000458992757445127,"MAF bZIP transcription factor"
"LCT",-1.08060621971795,0.000482530686832924,"lactase"
"LEPR",1.01636064133333,0.000486802723989249,"leptin receptor"
"KLK1",-2.25690227230769,0.000507552195084025,"kallikrein 1"
"VCAM1",1.0342776005641,0.000526572487527295,"vascular cell adhesion molecule 1"
"RUNX3",1.13958946425641,0.000531128507286354,"RUNX family transcription factor 3"
"TMPRSS15",-1.3707249994359,0.000546239632695475,"transmembrane serine protease 15"
"IL7R",1.36573694248717,0.000569759031947562,"interleukin 7 receptor"
"AOX1",-1.06899194617949,0.000578310695061289,"aldehyde oxidase 1"
"LCK",1.17234726633333,0.000596143164882104,"LCK proto-oncogene, Src family tyrosine kinase"
"SCNN1A",1.08886497461538,0.000601993914071558,"sodium channel epithelial 1 subunit alpha"
"MEP1A",-1.41576163525641,0.000650191667973824,"meprin A subunit alpha"
"PROM1",1.57585927425641,0.000725475236971062,"prominin 1"
"ISG20",1.1775735198718,0.000757056112091844,"interferon stimulated exonuclease gene 20"
"CTRL",-3.00886301064103,0.000759222576619906,"chymotrypsin like"
"PLAC8",1.69996462415384,0.000769803123613943,"placenta associated 8"
"MMP9",1.2584101303077,0.000776070589421588,"matrix metallopeptidase 9"
"TRBV19",1.33848941341025,0.000776606135418543,"T cell receptor beta variable 19"
"TRBV7-2",1.33848941341025,0.000776606135418543,"T cell receptor beta variable 7-2"
"TRBV6-5",1.33848941341025,0.000776606135418543,"T cell receptor beta variable 6-5"
"TRBV5-4",1.33848941341025,0.000776606135418543,"T cell receptor beta variable 5-4"
"TRBV3-1",1.33848941341025,0.000776606135418543,"T cell receptor beta variable 3-1"
"TRBC2",1.33848941341025,0.000776606135418543,"T cell receptor beta constant 2"
"TRBC1",1.33848941341025,0.000776606135418543,"T cell receptor beta constant 1"
"CORO1A",1.10944183269231,0.000806999253182547,"coronin 1A"
"FLI1",1.12866132258975,0.000855204281133787,"Fli-1 proto-oncogene, ETS transcription factor"
"HOMER2",-1.41048409982051,0.000895795376488703,"homer scaffold protein 2"
"HSD17B6",1.05596293007693,0.000970784805981058,"hydroxysteroid 17-beta dehydrogenase 6"
"PTGS2",1.62527996928205,0.00109916962147,"prostaglandin-endoperoxide synthase 2"
"ARHGAP15",1.08983766469231,0.00112599907486946,"Rho GTPase activating protein 15"
"KCNK3",-1.28430375505129,0.00127950745309308,"potassium two pore domain channel subfamily K member 3"
"CILP",1.06289611820513,0.00128879282902175,"cartilage intermediate layer protein"
"PBLD",-1.29753436546154,0.00131494091862523,"phenazine biosynthesis like protein domain containing"
"PDZK1IP1",1.03629447258974,0.00134418917673242,"PDZK1 interacting protein 1"
"FGL1",-1.89436601182051,0.00135316574010528,"fibrinogen like 1"
"EPB41L3",1.03526272510257,0.00135750274993479,"erythrocyte membrane protein band 4.1 like 3"
"SYBU",-1.34053524589743,0.00136322366436501,"syntabulin"
"TRAF3IP3",1.04919412941025,0.00147941182248365,"TRAF3 interacting protein 3"
"APOC3",-1.12760805823077,0.00150465477253753,"apolipoprotein C3"
"SERPINI2",-2.97325267635897,0.00162816159612174,"serpin family I member 2"
"IGF2",1.07057431561539,0.00166354004648368,"insulin like growth factor 2"
"INS-IGF2",1.07057431561539,0.00166354004648368,"INS-IGF2 readthrough"
"PAK3",-1.31046799774359,0.00170164974985439,"p21 (RAC1) activated kinase 3"
"TOX3",1.1437073128718,0.00189405104383739,"TOX high mobility group box family member 3"
"CRISP3",1.64888116423077,0.00193409007880752,"cysteine rich secretory protein 3"
"PLN",1.06112528820513,0.00196874063572812,"phospholamban"
"IGHV3-23",1.46559590617949,0.00204436489206386,"immunoglobulin heavy variable 3-23"
"ZCWPW2",1.46559590617949,0.00204436489206386,"zinc finger CW-type and PWWP domain containing 2"
"EGR3",1.17660775797436,0.00233619645287261,"early growth response 3"
"IGKV1D-13",1.28820121582051,0.00235227295646363,"immunoglobulin kappa variable 1D-13"
"A1CF",-1.01548812776923,0.002368125594979,"APOBEC1 complementation factor"
"SULT1C2",1.3303751025641,0.00242369176292138,"sulfotransferase family 1C member 2"
"BSPRY",-1.00617577684615,0.0025418189938081,"B-box and SPRY domain containing"
"KRT6A",1.07507662958974,0.00263794985748023,"keratin 6A"
"IGKV1OR2-108",1.24105118289744,0.00267903649639402,"immunoglobulin kappa variable 1/OR2-108 (non-functional)"
"APOA1",-1.08684529220513,0.0032992449261649,"apolipoprotein A1"
"GZMA",1.16036493235898,0.00341776224111476,"granzyme A"
"PNLIPRP1",-2.5387549008718,0.00351963698897315,"pancreatic lipase related protein 1"
"CCL2",1.08741103971795,0.00356405551661581,"C-C motif chemokine ligand 2"
"LMO3",-1.05261672784616,0.00359914491419283,"LIM domain only 3"
"HMGCS2",-1.48609798079487,0.00390958935520012,"3-hydroxy-3-methylglutaryl-CoA synthase 2"
"DDC",-1.18862872884615,0.00461550341734905,"dopa decarboxylase"
"IGKV1D-37",1.22669564346154,0.00474299947458624,"immunoglobulin kappa variable 1D-37 (non-functional)"
"IGKV1-37",1.22669564346154,0.00474299947458624,"immunoglobulin kappa variable 1-37 (non-functional)"
"SCGB2A1",1.01629599635897,0.00490278204806407,"secretoglobin family 2A member 1"
"MEP1B",-1.1968999824359,0.00506063721601983,"meprin A subunit beta"
"SELL",1.18629411251282,0.0050951608562301,"selectin L"
"IGKV1OR1-1",1.06262859558975,0.00541231107303613,"immunoglobulin kappa variable 1/OR1-1 (pseudogene)"
"IGKV1OR2-118",1.06262859558975,0.00541231107303613,"immunoglobulin kappa variable 1/OR2-118 (pseudogene)"
"LGALS4",1.42152516871795,0.00571710174155074,"galectin 4"
"IGLV3-10",1.15854092233334,0.00702160833554735,"immunoglobulin lambda variable 3-10"
"CELA2B",-2.44864235602564,0.00742176044954232,"chymotrypsin like elastase 2B"
"CCL25",-1.01616592223077,0.00746785954777941,"C-C motif chemokine ligand 25"
"S100G",-1.04740583928205,0.00824902845837024,"S100 calcium binding protein G"
"SLC4A4",-1.06141240392308,0.00866015067198471,"solute carrier family 4 member 4"
"IGLV2-14",1.16623791612821,0.00876729694688168,"immunoglobulin lambda variable 2-14"
"CD69",1.21114663061539,0.00880099340602282,"CD69 molecule"
"PLS1",1.12418410648718,0.00904299601556551,"plastin 1"
